"year","month","day","original","record","province","district","drone_flag","operations_flag","clash_flag","militant_flag","reduced","suicide","operations","ied","clash","drone","sectarian","fat_personnel","fat_militant","fat_civilian","fat_militia","inj_personnel","inj_militant","inj_civilian","inj_militia","body","cas_personnel","cas_militant","cas_civilian","cas_militia","cas_body","p_p","p_n","m_p","m_n","u_p","u_n","d_a","date"
"2011","6","19","at least 50 terrorists attacked a paramilitary checkpoint in Walidad area of Mohmand Agency in FATA near the Afghan border triggering a clash that killed four soldiers and up to 25 terrorists","50 MILITANT area in fata near the triggering CLASH that 4 PERSONNEL WEREATTACKED 25 MILITANT WEREATTACKED","fata","mohmand",FALSE,FALSE,TRUE,TRUE,"50 MILITANT WEREATTACKED 4 PERSONNEL WEREATTACKED 25 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,50,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-06-19
"2011","6","18","A group of militants attacked a Security checkpost in Ladha town in South Waziristan Agency of FATA triggering a gunfight which killed one soldier and four militants","MILITANT town of fata triggering CLASH which 1 PERSONNEL WEREATTACKED 4 MILITANT WEREATTACKED","fata","south waziristan",FALSE,FALSE,TRUE,TRUE,"MILITANT 1 PERSONNEL WEREATTACKED 4 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-06-18
"2011","6","18","three persons including two children were killed and 17 others including five FC personnel sustained injuries in a remote controlled bomb blast in Bismillah Chowk in Panjgur in Balochistan","3 CIVILIAN WEREATTACKED and 17 0 PERSONNEL WEREINJURED remote controlled IED","balochistan","panjgur",FALSE,FALSE,FALSE,TRUE,"3 CIVILIAN WEREATTACKED 17 PERSONNEL WEREINJURED",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,17,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2011-06-18
"2011","6","17","SFs backed by artillery killed 12 militants during a search operation in the Mamond area of the Bajaur Agency in FATA","PERSONNEL backed OPERATIONS 12 MILITANT WEREATTACKED during search OPERATIONS the area of the in fata","fata","bajaur",FALSE,TRUE,FALSE,FALSE,"PERSONNEL 12 MILITANT WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-06-17
"2011","6","17","four militants were killed and five others were injured when jet fighters bombed suspected hideouts near the Pakistan Afghanistan border in the Baizai tehsil of Mohmand Agency","4 MILITANT WEREATTACKED and 5 WEREINJURED when OPERATIONS MILITANT ATTACKED suspected LOCATION near the in the tehsil","fata","mohmand",FALSE,TRUE,FALSE,FALSE,"4 MILITANT WEREATTACKED 5 MILITANT WEREINJURED MILITANT",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,NA,NA,NA,5,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-06-17
"2011","6","17","three women were killed and two children sustained injuries when a mortar shell fired by a militant group hit their house in Tirah in Orakzai Agency","3 CIVILIAN WEREATTACKED 2 CIVILIAN WEREATTACKED WEREINJURED when 1 MILITANT WEREATTACKED group ATTACKED their house","fata","orakzai",FALSE,FALSE,FALSE,FALSE,"3 CIVILIAN WEREATTACKED 2 CIVILIAN WEREATTACKED 1 CIVILIAN WEREINJURED MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-17
"2011","6","17","police killed at least four militants who attacked Riaz Shaheed checkpost in the limits of Sarbanda Police Station of Peshawar","PERSONNEL 4 MILITANT WEREATTACKED LOCATION the limits PERSONNEL","kp","peshawar",FALSE,FALSE,FALSE,TRUE,"PERSONNEL 4 MILITANT WEREATTACKED PERSONNEL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-06-17
"2011","6","16","more than 300 militants crossed the border from Kunar province of Afghanistan to Khar area of Bajaur Agency in FATA at around 4 00am resulting in hours of clashes that left 15 persons dead","more than 300 MILITANT crossed the border province area in fata at resulting in hours CLASH that left 15 CIVILIAN dead","fata","bajaur",FALSE,FALSE,TRUE,FALSE,"300 MILITANT WEREATTACKED 15 CIVILIAN WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,300,15,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-16
"2011","6","15","three US drone attacks killed 18 suspected militants in South and North Waziristan Agencies of FATA","DRONE ATTACKED 18 MILITANT and of fata","fata","north waziristan",TRUE,FALSE,FALSE,FALSE,"18 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2011-06-15
"2011","6","13","three Punjab Regiment personnel were killed and four others sustained injuries when a remote controlled bomb planted by suspected militants hit their vehicle in the Ghundai Sra area of South Waziristan Agency in FATA","3 PERSONNEL WEREATTACKED and 4 WEREINJURED when remote controlled IED planted MILITANT ATTACKED their VEHICLE the area in fata","fata","south waziristan",FALSE,FALSE,FALSE,TRUE,"3 PERSONNEL WEREATTACKED 4 PERSONNEL WEREINJURED MILITANT",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,4,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2011-06-13
"2011","6","11","at least 39 persons were killed in twin bomb blasts in the Khyber Super Market in Peshawar","39 CIVILIAN WEREATTACKED twin IED","kp","peshawar",FALSE,FALSE,FALSE,TRUE,"39 CIVILIAN WEREATTACKED",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,39,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-06-11
"2011","6","11","five militants were killed and nine others were injured when jet fighters pounded their hideouts in different areas of Baizai tehsil along Afghanistan border in Mohmand Agency of FATA","5 MILITANT WEREATTACKED and 9 WEREINJURED when OPERATIONS MILITANT ATTACKED their LOCATION different areas tehsil along of fata","fata","mohmand",FALSE,TRUE,FALSE,FALSE,"5 MILITANT WEREATTACKED 9 MILITANT WEREINJURED MILITANT",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,5,NA,NA,NA,9,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-06-11
"2011","6","9","at least 150 militants armed with rockets attacked a security checkpost in Marubi village near Makeen Town in North Waziristan Agency of FATA killing eight soldiers twelve militants were also killed in retaliatory firing by SFs","150 MILITANT armed with rockets village of fata ATTACKED 8 PERSONNEL 12 MILITANT WEREATTACKED CLASH 1 PERSONNEL WEREATTACKED","fata","north waziristan",FALSE,FALSE,TRUE,TRUE,"8 PERSONNEL WEREATTACKED 12 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,12,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-06-09
"2011","6","9","at least four persons were killed and three others were injured when a roadside bomb ripped through a passenger van carrying members of a peace lashkar in a bus stand in Darawar area of Matani near Peshawar","4 CIVILIAN WEREATTACKED and 3 WEREINJURED when IED ATTACKED through CIVILIAN VEHICLE carrying CIVILIAN peace MILITIA bus stand area","kp","peshawar",FALSE,TRUE,FALSE,TRUE,"4 CIVILIAN WEREATTACKED 3 CIVILIAN WEREINJURED CIVILIAN MILITIA",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,3,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-09
"2011","6","8","US missile strikes hit a militant training facility and a suspected vehicle in Zawai Narai area of Shawal tehsil in North Waziristan Agency of FATA killing 24 militants","OPERATIONS 1 MILITANT WEREATTACKED training LOCATION and suspected VEHICLE area tehsil of fata ATTACKED 24 MILITANT","fata","north waziristan",FALSE,TRUE,FALSE,TRUE,"1 MILITANT WEREATTACKED 24 MILITANT WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-08
"2011","6","8","five militants and two SF personnel were killed when militants laid an ambush on the patrol party with automatic weapons and rocket propelled grenades in the Shaheedan Dhand area of Kurram Agency","5 MILITANT and 2 PERSONNEL WEREATTACKED when MILITANT laid WEREATTACKED the LOCATION party with automatic weapons and rocket propelled grenades in the area","fata","kurrum",FALSE,FALSE,FALSE,TRUE,"5 MILITANT WEREATTACKED 2 PERSONNEL WEREATTACKED MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2011-06-08
"2011","6","7","five militants and one trooper Nahid Gul were killed when militants from Afghanistan attacked a check post in Patala area of lower Kurram Agency in FATA near the Pakistan Afghanistan border","5 MILITANT and 1 PERSONNEL WEREATTACKED when MILITANT area of lower in fata near the","fata","kurrum",FALSE,FALSE,FALSE,TRUE,"5 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2011-06-07
"2011","6","6","eighteen militants were killed in three US drone strikes in South Waziristan Agency of FATA","18 MILITANT WEREATTACKED 3 DRONE OPERATIONS fata","fata","south waziristan",TRUE,TRUE,FALSE,FALSE,"18 MILITANT WEREATTACKED 3",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2011-06-06
"2011","6","5","the SFs killed 26 Afghan Taliban militants in the fourth day of fighting close to the Afghanistan border in the Upper Dir District of Khyber Pakhtunkhwa","the PERSONNEL ATTACKED 26 MILITANT the day of fighting close to the in the of nwfp","kp","dir",FALSE,FALSE,FALSE,FALSE,"26 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,26,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-06-05
"2011","6","5","19 persons were killed and 45 others were injured when a suicide bomber attacked an Army run bakery on the Mall Road in Nowshera Cantonment area of Nowshera District in Khyber Pakhtunkhwa at around 845 pm in the night","19 CIVILIAN WEREATTACKED and 45 WEREINJURED when SUICIDE 1 PERSONNEL WEREATTACKED run bakery on the cantonment area in nwfp at in the night","kp","nowshera",FALSE,FALSE,FALSE,TRUE,"19 CIVILIAN WEREATTACKED 45 CIVILIAN WEREINJURED 1 PERSONNEL WEREATTACKED",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,19,NA,NA,NA,45,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2011-06-05
"2011","6","5","six persons were killed and another 11 injured when a bomb ripped through a passenger vehicle parked at a bus terminal near a market in Matani about 20 kilometres 12 miles south of Peshawar in Khyber Pakhtunkhwa","6 CIVILIAN WEREATTACKED and another 11 WEREINJURED when ATTACKED through CIVILIAN VEHICLE parked at bus terminal near market in nwfp","kp","peshawar",FALSE,TRUE,FALSE,TRUE,"6 CIVILIAN WEREATTACKED 11 CIVILIAN WEREINJURED CIVILIAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6,NA,NA,NA,11,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-06-05
"2011","6","3","top al Qaeda leader and head of HuJI Ilyas Kashmiri was killed in a US drone strike in Wana Bazaar area of South Waziristan Agency in FATA at 11 15 pm along with another eight militants","top CIVILIAN and BODY contestedareas WEREATTACKED DRONE strike in area in fata at along with another 8 MILITANT","fata","south waziristan",TRUE,FALSE,FALSE,FALSE,"CIVILIAN BODY WEREATTACKED 8 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2011-06-03
"2011","6","3","hundreds of militants besieged Nusrat Darra area in the Upper Dir District of Khyber Pakhtunkhwa on the Afghan border shortly after troops claimed to have regained control after a combat operation that killed 75 persons the area is around 10 kilometres six miles from the Shaltalo checkpost which was destroyed by militants in two days of intense fighting killing 27 Policemen and three civilians","hundreds MILITANT besieged area in the of nwfp on the claimed to have OPERATIONS after OPERATIONS that 75 CIVILIAN WEREATTACKED the area is from the LOCATION which WEREATTACKED MILITANT of intense fighting 27 PERSONNEL WEREATTACKED 3 CIVILIAN WEREATTACKED","kp","dir",FALSE,TRUE,FALSE,TRUE,"MILITANT 75 CIVILIAN WEREATTACKED MILITANT 27 PERSONNEL WEREATTACKED 3 CIVILIAN WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,27,NA,75,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-06-03
"2011","6","3","six persons including two SF personnel were killed and 11 persons including two Policemen were injured in a clash between armed assailants and law enforcers in Sachal area of Karachi","6 PERSONNEL WEREATTACKED 11 CIVILIAN WEREATTACKED WEREINJURED CLASH between armed MILITANT and law enforcers area","sindh","karachi",FALSE,FALSE,TRUE,FALSE,"6 PERSONNEL WEREATTACKED 11 CIVILIAN WEREATTACKED WEREINJURED MILITANT",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,NA,11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-06-03
"2011","6","2","at least 27 SFs personnel were killed as Afghan Taliban attack Shaltalo security post in the Upper Dir District of Khyber Pakhtunkhwa near the Afghanistan border 45 militants were also killed in the clash that followed three civilians were also killed during the clash","27 PERSONNEL WEREATTACKED MILITANT the of nwfp near the 45 MILITANT WEREATTACKED the CLASH that followed 3 CIVILIAN WEREATTACKED during the CLASH","kp","dir",FALSE,FALSE,TRUE,TRUE,"27 PERSONNEL WEREATTACKED MILITANT 45 MILITANT WEREATTACKED 3 CIVILIAN WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27,45,3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-06-02
"2011","6","1","seven SF personnel were killed when Taliban militants from Afghanistan s Kunar province attacked and overran Shaltalo security checkpost jointly manned by FC and Dir Levies in Berawal area of Upper Dir District of Khyber Pakhtunkhwa near the Pak Afghan border","7 PERSONNEL WEREATTACKED when MILITANT province ATTACKED and overr jointly manned by fc and area of nwfp near the","kp","dir",FALSE,FALSE,FALSE,TRUE,"7 PERSONNEL WEREATTACKED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2011-06-01
"2011","5","31","pakistani warplanes attacked TTP militants in Mirkalam Khel and Akhon Kot areas of the north western Orakzai Agency in FATA killing 18 terrorists","pakistani warplanes 1 MILITANT WEREATTACKED and areas of the north western in fata ATTACKED 18 MILITANT","fata","orakzai",FALSE,TRUE,FALSE,FALSE,"1 MILITANT WEREATTACKED 18 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-05-31
"2011","5","30","three Punjabi settlers were shot dead and another sustained bullet injuries when unidentified armed assailants opened fire on them in Tasp area of Panjgur District the victims were identified as Muhammad Ramzan and Ijaz residents of Multan District and Nasir Shah a resident of Bahawalpur District the injured man was identified as Irfan","3 CIVILIAN WEREATTACKED and 1 WEREINJURED when un armed MILITANT ATTACKED them area the victims were and and the WEREINJURED man was","balochistan","panjgur",FALSE,FALSE,FALSE,TRUE,"3 CIVILIAN WEREATTACKED 1 CIVILIAN WEREINJURED MILITANT WEREINJURED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-05-30
"2011","5","28","eight persons were killed and 11 others injured when a suicide bomber targeted pro government tribal elders at a market in Salarzai village of Bajaur Agency in FATA","8 CIVILIAN WEREATTACKED and 11 WEREINJURED when SUICIDE ATTACKED pro government CIVILIAN market village in fata","fata","bajaur",FALSE,FALSE,FALSE,TRUE,"8 CIVILIAN WEREATTACKED 11 CIVILIAN WEREINJURED CIVILIAN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,8,NA,NA,NA,11,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-05-28
"2011","5","28","matta tehsil ANP President Muzaffar Ali Khan along with a Policeman and a guest were killed when unidentified militants attacked his Hujra at Matta tehsil in Swat District of Khyber Pakhtunkhwa with hand grenades and automatic weapons","matta tehsil anp and CIVILIAN WEREATTACKED when MILITANT ATTACKED his at tehsil of nwfp with hand grenades and automatic weapons","kp","swat",FALSE,FALSE,FALSE,TRUE,"1 CIVILIAN WEREATTACKED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-05-28
"2011","5","27","at least 23 militants were killed when the Army fighter jets pounded militants hideouts in Orakzai and Kurram Agencies of FATA","23 MILITANT WEREATTACKED when the OPERATIONS and of fata","fata","orakzai",FALSE,TRUE,FALSE,FALSE,"23 MILITANT WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,23,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-05-27
"2011","5","26","A suicide bomber blew up a car laden with explosives at a checkpoint close to the Hangu Police Station and Hangu DPO Office in Khyber Pakhtunkhwa in the evening killing 32 persons and injuring 60 others","SUICIDE blew VEHICLE laden with IED LOCATION and dpo in nwfp in the evening 32 CIVILIAN WEREATTACKED 60 CIVILIAN WEREINJURED","kp","hangu",FALSE,FALSE,FALSE,TRUE,"32 CIVILIAN WEREATTACKED 60 CIVILIAN WEREINJURED",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,32,NA,NA,NA,60,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-05-26
"2011","5","26","four persons were killed and five others injured during a clash between a lashkar of Zaka Khel tribesmen and LI in Tirah Valley of Khyber Agency in FATA","4 CIVILIAN WEREATTACKED and 5 WEREINJURED during CLASH between MILITIA CIVILIAN and MILITANT fata","fata","khyber",FALSE,FALSE,TRUE,FALSE,"4 CIVILIAN WEREATTACKED 5 CIVILIAN WEREINJURED MILITIA CIVILIAN MILITANT",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,4,NA,NA,NA,5,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-05-26
"2011","5","25","nine persons were killed and over 39 got injured when militants drove a car packed with explosives into a CID Police Station at University Road in Peshawar","9 CIVILIAN WEREATTACKED and over 39 got WEREINJURED when MILITANT drove VEHICLE packed with IED into cid PERSONNEL","kp","peshawar",FALSE,FALSE,FALSE,TRUE,"9 CIVILIAN WEREATTACKED 3 CIVILIAN WEREINJURED MILITANT PERSONNEL",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,9,NA,NA,NA,3,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2011-05-25
"2011","5","25","four persons were killed and 18 others received injuries in the Balishkhel area of Upper Kurram Agency of FATA ahead of ceasefire agreement between the warring tribes of Shia and Sunni sects","4 CIVILIAN WEREATTACKED and 18 CIVILIAN received injuries in the area of fata ahead of ceasefire agreement between the warring tribes of shia and sunni sects","fata","kurrum",FALSE,FALSE,FALSE,FALSE,"4 CIVILIAN WEREATTACKED 18 CIVILIAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-05-25
"2011","5","23","eight militants and a soldier were killed during a clash in Suran Darra area of Mohmand Agency of FATA three personnel of SFs were also injured in the clash sources said that fierce clash erupted between SFs and militants in Surran Dara and Mattani as both sides used heavy weapons","8 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED during CLASH area of fata 3 PERSONNEL WEREINJURED the CLASH sources said that fierce CLASH erupted between PERSONNEL and MILITANT and as both sides used heavy weapons","fata","mohmand",FALSE,FALSE,TRUE,FALSE,"8 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED 3 PERSONNEL WEREINJURED PERSONNEL MILITANT",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,8,NA,NA,3,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2011-05-23
"2011","5","23","seven militants were killed when a US drone strike destroyed a vehicle on the outskirts of Mir Ali around 30 kilometres east of Miranshah in North Waziristan Agency","7 MILITANT WEREATTACKED when DRONE strike ATTACKED the outskirts","fata","north waziristan",TRUE,FALSE,FALSE,FALSE,"7 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2011-05-23
"2011","5","23","three LI militants were killed while six volunteers of the Zakha Khel tribe sustained bullets injuries during a clash between Mangal Bagh led LI and Zakha Khel volunteers in Zakha Khel area of Khyber Agency the LI militants had reportedly tried to capture some of the posts in Soor Ghar and Alwayi but the Zakha Khel militia repulsed their attack administration sources said","3 MILITANT WEREATTACKED while 6 CIVILIAN the WEREINJURED during CLASH led MILITANT and CIVILIAN area","fata","khyber",FALSE,FALSE,TRUE,FALSE,"3 MILITANT WEREATTACKED 6 CIVILIAN WEREINJURED MILITANT CIVILIAN",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3,NA,NA,NA,NA,6,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-05-23
"2011","5","22","ten SF personnel and four TTP militants were killed while nine SF personnel were injured in an attack by TTP on the Pakistan Naval Station PNS Mehran within Faisal naval airbase Karachi that started in the night","10 PERSONNEL and 4 MILITANT WEREATTACKED while 9 PERSONNEL WEREINJURED MILITANT the naval pns naval airbase that started in the night","sindh","karachi",FALSE,FALSE,FALSE,TRUE,"10 PERSONNEL WEREATTACKED 4 MILITANT WEREATTACKED 9 PERSONNEL WEREINJURED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,4,NA,NA,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2011-05-22
"2011","5","22","eight militants were killed when helicopter gunships pounded their positions in Khadezai and Saigel Darra areas of Orakzai Agency in FATA","8 MILITANT WEREATTACKED when OPERATIONS ATTACKED their LOCATION and areas in fata","fata","orakzai",FALSE,TRUE,FALSE,FALSE,"8 MILITANT WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-05-22
"2011","5","20","16 persons including 8 members of a family were killed when NATO oil tankers were set ablaze in two separate incidents at Landikotal and Torkham areas of Khyber Agency in FATA the sources said in the first incident at 10 30 pm the militants torched a NATO oil tanker in Khugakhel area on the Landikotal bypass","16 CIVILIAN WEREATTACKED when were set ablaze in 2 separate incidents at and areas in fata the sources said in the first incident at the MILITANT torched area on the bypass","fata","khyber",FALSE,FALSE,FALSE,FALSE,"16 CIVILIAN WEREATTACKED 2 MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2011-05-20
"2011","5","20","six persons were killed when missiles fired by a US drone hit their car near Esha Check post in the North Waziristan Agency","6 CIVILIAN WEREATTACKED when missiles ATTACKED DRONE ATTACKED their VEHICLE LOCATION the","fata","north waziristan",TRUE,FALSE,FALSE,TRUE,"6 CIVILIAN WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2011-05-20
